customer_id,risk_segment,churn_probability,likely_drivers,recommended_action,retention_priority
7379-FNIUJ,medium,0.6927000284194946,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
1627-AFWVJ,low,0.010400000028312206,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
9725-SCPZG,high,0.8723000288009644,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
5884-GCYMI,high,0.7307000160217285,"usage, support_tickets, payments","Contact within 48 hours. Primary playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",1
3217-FZDMN,high,0.70169997215271,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
4486-EFAEB,low,0.13359999656677246,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
0060-FUALY,low,0.31189998984336853,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
7853-GVUDZ,medium,0.43950000405311584,"usage, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
7480-QNVZJ,medium,0.5490000247955322,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
6954-OOYZZ,low,0.23639999330043793,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
7088-FBAWU,low,0.14309999346733093,"support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
8313-AFGBW,low,0.041999999433755875,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
3943-KDREE,low,0.32600000500679016,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
9239-ZBZZV,medium,0.41749998927116394,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
3097-IDVPU,low,0.1876000016927719,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
4398-HSCJH,medium,0.5058000087738037,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
2197-OMWGI,low,0.06849999725818634,"usage, support_tickets",Monitor monthly and reinforce the strongest positive behavior: usage.,3
2303-PJYHN,low,0.17440000176429749,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
9795-VOWON,low,0.16599999368190765,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
1237-WIYYZ,low,0.06840000301599503,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
1987-AUELQ,low,0.00860000029206276,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
7852-LECYP,low,0.39969998598098755,"support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
4430-UZIPO,medium,0.4625999927520752,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
4822-LPTYJ,low,0.06880000233650208,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
8165-CBKXO,low,0.03400000184774399,"usage, support_tickets",Monitor monthly and reinforce the strongest positive behavior: usage.,3
6527-PZFPV,low,0.03220000118017197,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
4855-SNKMY,medium,0.675599992275238,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
9593-CVZKR,low,0.010499999858438969,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
8595-SIZNC,low,0.05249999836087227,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
8008-HAWED,low,0.3580000102519989,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
7124-UGSUR,low,0.22220000624656677,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
1862-SKORY,low,0.3167000114917755,"usage, support_tickets",Monitor monthly and reinforce the strongest positive behavior: usage.,3
5236-XMZJY,low,0.10939999669790268,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
4827-DPADN,low,0.009600000455975533,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
2694-CIUMO,medium,0.5234000086784363,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
5846-ABOBJ,low,0.008299999870359898,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
1439-LCGVL,low,0.011800000444054604,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
0909-SDHNU,low,0.25110000371932983,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
4647-XXZAM,low,0.2671000063419342,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
1502-XFCVR,low,0.3082999885082245,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
7740-KKCXF,low,0.16019999980926514,"usage, support_tickets",Monitor monthly and reinforce the strongest positive behavior: usage.,3
5360-XGYAZ,low,0.007600000128149986,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
9692-TUSXH,medium,0.6273000240325928,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
7912-SYRQT,medium,0.5910999774932861,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
3557-HTYWR,low,0.018699999898672104,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
4816-JBHOV,medium,0.6812000274658203,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
8920-NAVAY,low,0.18029999732971191,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
1699-TLDLZ,low,0.017999999225139618,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
5600-PDUJF,low,0.3093000054359436,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
8292-TYSPY,low,0.19210000336170197,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
0567-XRHCU,low,0.02630000002682209,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
1867-BDVFH,medium,0.5885999798774719,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
2067-QYTCF,low,0.3529999852180481,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
2359-QWQUL,low,0.24240000545978546,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
9103-TCIHJ,low,0.22450000047683716,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
7407-SUJIZ,low,0.062300000339746475,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
9150-KPBJQ,low,0.016899999231100082,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
0052-DCKON,low,0.1753000020980835,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
3654-ARMGP,low,0.019500000402331352,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
9699-UBQFS,medium,0.44029998779296875,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
9367-TCUYN,low,0.09239999949932098,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
1261-FWTTE,low,0.2768999934196472,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
3528-HFRIQ,low,0.11400000005960464,"usage, support_tickets",Monitor monthly and reinforce the strongest positive behavior: usage.,3
0708-SJDIS,low,0.11320000141859055,"usage, support_tickets",Monitor monthly and reinforce the strongest positive behavior: usage.,3
4140-WJAWW,low,0.12300000339746475,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
2073-QBVBI,low,0.05530000105500221,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
6928-ONTRW,low,0.006099999882280827,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
3320-VEOYC,high,0.7128999829292297,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
5231-FIQPA,low,0.013299999758601189,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
6617-WLBQC,low,0.07959999889135361,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
2599-CIPQE,low,0.09839999675750732,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
6653-CBBOM,high,0.8070999979972839,"usage, support_tickets, payments","Contact within 48 hours. Primary playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",1
8774-GSBUN,low,0.006099999882280827,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
7326-RIGQZ,medium,0.5914999842643738,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
1401-FTHFQ,low,0.03009999915957451,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
3247-ZVOUO,medium,0.6690999865531921,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
0254-FNMCI,low,0.05139999836683273,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
1848-LBZHY,low,0.3093000054359436,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
6101-IMRMM,medium,0.6032000184059143,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
8118-TJAFG,high,0.8021000027656555,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
5429-LWCMV,medium,0.6814000010490417,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
7298-IZWLY,medium,0.4970000088214874,"usage, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
9758-MFWGD,low,0.09160000085830688,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
3955-JBZZM,low,0.3871999979019165,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
1268-ASBGA,medium,0.5024999976158142,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
8943-URTMR,high,0.728600025177002,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
4815-TUMEQ,low,0.01860000006854534,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
4713-LZDRV,high,0.7903000116348267,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
9909-IDLEK,low,0.32190001010894775,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
4092-OFQZS,low,0.032499998807907104,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
1561-BWHIN,low,0.0357000008225441,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
4325-NFSKC,medium,0.5541999936103821,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
9927-DSWDF,medium,0.6507999897003174,"plan, support_tickets",Send targeted intervention before renewal risk increases. Suggested playbook: Review whether this plan tier matches the customer's actual usage pattern.,2
9500-LTVBP,low,0.26600000262260437,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
7252-NTGSS,medium,0.5252000093460083,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
8149-AIQCG,low,0.3228999972343445,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
1360-JYXKQ,low,0.2563000023365021,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
2955-PSXOE,medium,0.4375999867916107,"usage, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
7762-URZQH,low,0.18700000643730164,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
0899-WZRSD,low,0.3402999937534332,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
3255-GRXMG,low,0.25450000166893005,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
4828-FAZPK,medium,0.4327999949455261,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
6094-ZIVKX,low,0.0544000007212162,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
6925-BAYGL,low,0.019300000742077827,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
3262-EIDHV,low,0.010200000368058681,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
7354-OIJLX,medium,0.6577000021934509,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
1376-HHBDV,low,0.15410000085830688,"usage, support_tickets",Monitor monthly and reinforce the strongest positive behavior: usage.,3
6907-NZZIJ,medium,0.6100999712944031,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
6133-OZILE,low,0.23800000548362732,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
4135-FRWKJ,low,0.04960000142455101,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
2911-UREFD,low,0.13179999589920044,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
3744-ZRRDZ,medium,0.5683000087738037,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
5673-TIYIB,low,0.31679999828338623,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
6551-ZCOTS,low,0.04320000112056732,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
7191-ADRGF,low,0.0421999990940094,"usage, support_tickets",Monitor monthly and reinforce the strongest positive behavior: usage.,3
5018-LXQQG,low,0.09009999781847,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
6892-BOGQE,low,0.008100000210106373,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
1602-IJQQE,medium,0.5522000193595886,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
4628-WQCQQ,low,0.18889999389648438,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
1746-TGTWV,medium,0.5889999866485596,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
5995-SNNEW,medium,0.6535999774932861,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
8050-WYBND,low,0.17100000381469727,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
2821-WARNZ,low,0.020600000396370888,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
4879-GZLFH,low,0.3865000009536743,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
1644-IRKSF,low,0.20579999685287476,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
8314-HTWVE,low,0.019600000232458115,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
9402-ROUMJ,low,0.14640000462532043,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
2507-QZPQS,medium,0.4318999946117401,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
7159-NOKYQ,low,0.08049999922513962,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
5707-ZMDJP,low,0.0215000007301569,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
8779-YIQQA,low,0.0357000008225441,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
7136-IHZJA,low,0.1378999948501587,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
8966-OIQHG,low,0.039900001138448715,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
7074-STDCN,low,0.23899999260902405,"usage, support_tickets",Monitor monthly and reinforce the strongest positive behavior: usage.,3
3705-PSNGL,low,0.031599998474121094,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
8739-QOTTN,low,0.14990000426769257,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
1399-OUPJN,low,0.014600000344216824,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
0277-BKSQP,low,0.39309999346733093,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
6502-HCJTI,high,0.7019000053405762,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
2606-RMDHZ,low,0.3522999882698059,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
5774-XZTQC,low,0.10419999808073044,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
2676-SSLTO,low,0.04089999943971634,"usage, support_tickets",Monitor monthly and reinforce the strongest positive behavior: usage.,3
6266-QHOJZ,low,0.09830000251531601,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
7269-JISCY,low,0.0860000029206276,"usage, support_tickets",Monitor monthly and reinforce the strongest positive behavior: usage.,3
0363-SVHYR,low,0.01549999974668026,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
8547-NSBBO,low,0.26570001244544983,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
8258-GSTJK,high,0.7368000149726868,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
6861-OKBCE,low,0.09570000320672989,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
9940-RHLFB,medium,0.6711999773979187,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
6591-QGOYB,medium,0.41510000824928284,"plan, support_tickets",Send targeted intervention before renewal risk increases. Suggested playbook: Review whether this plan tier matches the customer's actual usage pattern.,2
9070-BCKQP,low,0.021199999377131462,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
6421-SZVEM,low,0.14800000190734863,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
1328-EUZHC,low,0.014800000004470348,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
2995-UPRYS,low,0.2768000066280365,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
8878-RYUKI,low,0.24459999799728394,"usage, support_tickets",Monitor monthly and reinforce the strongest positive behavior: usage.,3
9633-DENPU,low,0.19349999725818634,"usage, support_tickets",Monitor monthly and reinforce the strongest positive behavior: usage.,3
7811-JIVPF,low,0.15870000422000885,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
7113-HIPFI,low,0.013700000010430813,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
8541-QVFKM,medium,0.6129000186920166,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
6686-YPGHK,low,0.2736999988555908,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
1383-EZRWL,low,0.10530000180006027,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
9258-CNWAC,low,0.03620000183582306,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
5371-VYLSX,medium,0.40619999170303345,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
6374-AFWOX,low,0.017999999225139618,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
4759-TRPLW,high,0.73089998960495,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
5317-FLPJF,low,0.013100000098347664,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
7621-VPNET,low,0.23880000412464142,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
6034-YMTOB,medium,0.4950000047683716,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
8563-IIOXK,low,0.2093999981880188,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
4903-CNOZC,low,0.06109999865293503,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
4353-HYOJD,low,0.12839999794960022,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
8020-BWHYL,medium,0.49470001459121704,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
7267-FRMJW,low,0.012299999594688416,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
2982-VPSGI,high,0.7206000089645386,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
4188-FRABG,low,0.34880000352859497,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
8199-ZLLSA,low,0.18440000712871552,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
4128-ETESU,low,0.3955000042915344,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
0620-DLSLK,medium,0.5386000275611877,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
4625-EWPTF,low,0.3984000086784363,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
5980-NOPLP,medium,0.5633000135421753,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
3850-OKINF,low,0.08619999885559082,"usage, support_tickets",Monitor monthly and reinforce the strongest positive behavior: usage.,3
6892-XPFPU,medium,0.6890000104904175,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
8010-EZLOU,medium,0.6043000221252441,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
1156-ZFYDO,low,0.3375999927520752,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
3295-YVUSR,medium,0.6480000019073486,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
8016-NCFVO,low,0.33309999108314514,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
4119-ZYPZY,low,0.20730000734329224,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
5549-ZGHFB,low,0.011599999852478504,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
7577-SWIFR,high,0.8575000166893005,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
0303-WMMRN,low,0.05979999899864197,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
6408-OTUBZ,low,0.18970000743865967,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
5204-HMGYF,low,0.048900000751018524,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
1078-TDCRN,medium,0.6879000067710876,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
3727-OVPRY,low,0.027799999341368675,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
3797-FKOGQ,medium,0.5529000163078308,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
7622-NXQZR,low,0.15700000524520874,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
6196-HBOBZ,low,0.08470000326633453,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
3970-XGJDU,low,0.007600000128149986,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
7017-VFULY,low,0.15629999339580536,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
5562-YJQGT,low,0.1526000052690506,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
8807-OPMBM,low,0.013299999758601189,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
5439-WIKXB,medium,0.5077999830245972,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
9874-QLCLH,medium,0.64410001039505,"plan, support_tickets",Send targeted intervention before renewal risk increases. Suggested playbook: Review whether this plan tier matches the customer's actual usage pattern.,2
8294-UIMBA,low,0.16680000722408295,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
8109-YUOHE,low,0.08720000088214874,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
5840-NVDCG,low,0.02500000037252903,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
8092-NLTGF,low,0.006899999920278788,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
5928-QLDHB,medium,0.6577000021934509,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
9840-EFJQB,high,0.746999979019165,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
0696-UKTOX,low,0.17790000140666962,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
4801-KFYKL,low,0.07519999891519547,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
3472-OAOOR,low,0.22210000455379486,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
6135-OZQVA,medium,0.40720000863075256,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
8062-YBDOE,high,0.8684999942779541,"usage, support_tickets, payments","Contact within 48 hours. Primary playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",1
2252-JHJGE,low,0.16930000483989716,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
4188-PCPIG,low,0.022600000724196434,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
6000-APYLU,high,0.7069000005722046,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
7105-BENQF,low,0.054999999701976776,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
7721-DVEKZ,low,0.31630000472068787,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
3566-VVORZ,low,0.2084999978542328,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
